,study,wave,version,versn_s,doi_gesis,doi_wvsa,studytit,uniqid,intrvwr_id,cntry,cntry_an,cntrycow,year,fw_start,fw_end,cntry_y,mode,mm_mixed_mode_evs5,mm_mode_fu_evs5,mm_matrix_group_evs5,mm_fw_start_fu_evs5,mm_fw_end_fu_evs5,mm_year_fu_evs5,ivlength,ivstart,ivstend,ivdate,mm_v277_fu_evs5,mm_v278a_fu_r_evs5,mm_v279a_fu_r_evs5,lnge_num,lnge_iso,gwght,pwght,wght_eq1000,reg_nuts1,reg_nuts2,reg_iso,size_5c,respint,a001,a002,a003,a004,a005,a006,a008,a009,a170,a173,a027,a029,a030,a032,a034,a035,a038,a039,a040,a041,a042,a065,a066,a067,a068,a071,a072,a074,a078,a079,a080_01,a080_02,a124_02,a124_03,a124_06,a124_08,a124_09,a165,b008,c001,c001_01,c002,c002_01,d081,d026_03,d026_05,c038,c039,c041,d001_b,g007_18_b,g007_33_b,g007_34_b,g007_35_b,g007_36_b,d054,d059,d060,d061,d078,e001,e002,e003,e004,y002,e012,e015,e018,e023,e025,e026,e027,e028,e033,e035,e036,e037,e039,e069_01,e069_02,e069_04,e069_05,e069_06,e069_07,e069_08,e069_18a,e069_18,e069_11,e069_12,e069_13,e069_14,e069_17,e069_20,e111_01,e114,e115,e116,e117,e179_wvs7,e181_evs5,e224,e225,e226,e227,e228,e229,e233,e233a,e233b,e235,e236,e263,e264,e265_01,e265_02,e265_03,e265_04,e265_05,e265_06,e265_07,e265_08,f025,f028,f028b_wvs7,f066_evs5,f034,f050,f051,f053,f054,f063,f114a,f115,f116,f117,f118,f119,f120,f121,f122,f123,f132,e290,f144_02,g005,g006,g052,g062,g063,g255,g256,g257,h009,h010,h011,x001,x002,x003,x003r,x003r2,g027a,x002_02a,x002_02b,v002,v002a,v002a_01,v001,v001a,v001a_01,x007,x026_01,x011,x013,x025a_01,x025r,w002a_01,w002r,v004am_01,v004rm,v004af_01,v004rf,x028,w003,x052,x035_evs5,x036e_wvs7,v097ef,w005_evs5,w006e_wvs7,x047_wvs7,x047e_evs5
26626,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050021,17,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,75,15.53,17.08,20180220,-3,-3.0,-3.0,184,hu,0.825969993761617,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,1,1,1,1,1,1,2,4,4,2,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,2,1,2,4,1,1,1,5,3,1,2,3,1,2,1,3,2,2,3,3,3,2,3,3,4,2,3,2,1,1,1,2,1,3,1,3,5,1,1,8,2,4,4,4,4,3,4,4,2,2,4,4,4,4,4,2,1,4,1,4,1,-4,34866,10,1,10,10,10,10,10,10,10,10,2,1,1,3,1,1,2,-1,-1,-1,-1,0,7,-4,1,1,1,1,1,1,10,1,8,1,1,10,5,10,10,10,4,2,1,1,1,3,4,2,3,3,2,2,2,4,4,2,1955,63,5,3,1,348.0,HU,1,348,HU,1,348,HU,3,1,0,1,5,3,-3,-3,3,2,3,2,1,-3,3,41,-4,6,-3,-4,-4,5
26627,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050022,17,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,53,18.44,19.37,20180220,-3,-3.0,-3.0,184,hu,0.825969993761617,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,1,1,1,1,1,1,1,3,1,1,5,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,2,5,1,1,5,5,1,1,1,2,3,3,2,2,2,2,2,2,2,2,1,3,1,2,3,2,0,3,3,1,1,2,1,2,1,1,10,10,10,4,4,4,4,2,4,4,2,2,4,4,4,2,4,2,1,4,1,4,1,-4,34812,10,4,10,10,1,10,10,10,5,10,1,2,2,4,1,1,1,4,4,1,1,0,8,-4,1,1,1,1,1,1,10,1,1,1,1,1,1,8,6,1,1,1,1,1,1,4,3,1,1,1,2,1,4,4,4,2,1955,63,5,3,1,348.0,HU,1,348,HU,1,348,HU,3,2,2,2,7,3,-3,-3,3,2,6,3,1,-3,2,52,-4,1,-3,-4,-4,7
26628,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050023,70,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,33,10.42,11.15,20180221,-3,-3.0,-3.0,184,hu,1.05366160413234,0.534134346103038,0.660501981505945,HU1,HU12,-4,2,1,1,1,1,2,2,3,2,1,7,7,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-1,2,5,1,1,4,1,1,2,2,4,1,1,1,2,2,1,2,4,4,4,4,1,4,1,-2,-5,1,1,3,2,2,3,3,3,10,10,10,5,1,4,1,4,4,1,3,1,3,3,2,3,4,4,3,2,7,2,1,3,2,-4,34802,1,0,10,6,0,7,10,1,0,10,10,1,1,1,4,1,4,1,1,4,4,0,8,-4,7,2,-1,0,0,-1,5,1,1,1,1,1,1,5,5,5,1,10,1,1,1,2,4,3,4,2,2,2,2,2,1,1,1992,26,2,1,1,348.0,HU,1,348,HU,1,348,HU,6,2,0,3,6,3,-3,-3,3,2,3,2,1,-3,1,21,-4,6,-3,-4,-4,8
26629,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050024,70,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,48,16.4,17.28,20180221,-3,-3.0,-3.0,184,hu,0.884917841597297,0.534134346103038,0.660501981505945,HU1,HU12,-4,3,2,1,1,1,3,1,3,3,2,8,10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,5,1,1,4,4,2,1,3,4,2,2,2,2,2,2,3,2,3,3,3,3,1,3,4,2,1,1,1,2,2,3,3,3,5,6,4,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,2,4,1,-4,-1,7,5,7,6,5,7,7,5,5,6,5,2,2,2,3,1,3,2,3,1,3,0,7,-4,6,2,1,0,0,1,5,1,7,2,2,2,1,4,5,4,1,2,1,2,1,2,3,3,2,2,3,2,2,3,3,2,1990,28,2,1,1,348.0,HU,1,348,HU,1,348,HU,2,1,0,2,6,3,7,3,5,3,3,2,1,1,2,34,-4,4,41,-4,-4,3
26630,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050025,15,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,101,13.08,14.49,20180222,-3,-3.0,-3.0,184,hu,0.916528082330675,0.534134346103038,0.660501981505945,HU3,HU31,-4,4,2,1,2,2,3,1,2,2,3,7,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,3,1,2,4,3,4,2,2,2,1,2,2,2,3,2,2,3,3,2,3,3,2,3,4,2,1,3,1,2,2,3,3,3,4,8,4,5,3,3,2,4,-1,2,4,2,2,2,4,4,2,2,2,2,5,3,2,3,2,-4,-1,4,3,9,3,4,6,8,8,7,8,5,1,1,3,3,2,2,3,1,1,2,0,4,-4,4,1,1,0,0,0,8,4,8,4,2,6,3,9,6,6,2,4,4,6,1,3,1,1,1,1,1,2,2,4,4,2,1961,57,5,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,2,3,2,3,2,2,1,3,2,1,8,2,75,-4,7,72,-4,-4,5
26631,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050026,20,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,77,13.02,14.19,20180222,-3,-3.0,-3.0,184,hu,0.983473072507097,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,1,2,2,2,2,3,2,2,8,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,4,1,2,4,2,2,2,2,2,1,2,2,2,2,2,3,2,3,3,2,3,1,4,1,2,1,3,1,1,1,2,1,3,5,5,5,6,4,3,3,3,3,2,2,2,3,3,2,2,3,3,2,3,7,4,4,4,1,-4,34802,10,1,10,10,1,10,10,1,6,10,7,1,1,1,4,1,3,4,1,2,4,0,8,-4,7,3,0,0,0,0,1,1,2,1,1,10,1,5,5,5,1,1,1,5,1,1,2,2,2,2,2,1,2,3,1,1,1955,63,5,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,3,3,7,3,7,3,2,1,1,1,1,1,2,12,-4,8,24,-4,-4,10
26632,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050027,14,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,56,10.0,10.56,20180222,-3,-3.0,-3.0,184,hu,0.88238476168666,0.534134346103038,0.660501981505945,HU3,HU32,-4,4,2,1,1,2,3,1,1,2,4,9,8,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,2,1,1,5,2,2,1,1,3,1,1,2,2,2,3,1,1,2,2,1,3,1,1,3,1,0,2,1,3,3,3,3,3,5,10,10,10,5,1,2,3,3,1,2,2,2,2,2,3,3,2,2,2,8,3,3,3,1,-4,34802,3,3,10,10,5,10,10,1,5,10,8,1,1,1,4,1,3,2,1,4,3,2,2,-4,1,1,1,1,0,1,8,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,2,3,3,2,1,1,4,4,2,1945,73,6,3,1,348.0,HU,1,348,HU,1,348,HU,5,3,3,3,4,2,-3,-3,2,1,2,1,4,-3,1,41,-4,9,-3,-4,-4,3
26633,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050028,67,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,54,10.19,11.13,20180222,-3,-3.0,-3.0,184,hu,0.870540360638561,0.534134346103038,0.660501981505945,HU2,HU21,-4,3,2,2,2,1,4,2,2,2,1,9,8,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,-1,1,2,1,2,4,2,1,2,2,2,1,2,1,2,2,2,1,-1,2,2,-1,2,3,2,3,2,-1,3,1,4,3,3,3,3,-1,-2,8,2,3,4,4,3,3,3,4,3,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,2,3,-4,-2,9,1,9,2,6,3,9,9,5,8,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,0,8,-4,-2,3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-3,-2,3,3,-1,3,3,-1,4,4,2,1986,32,2,2,2,642.0,RO,0,642,RO,0,642,RO,6,1,0,1,5,3,-3,-3,3,2,3,2,6,-3,-3,-3,-4,7,-3,-4,-4,1
26634,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050029,55,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,43,13.53,14.36,20180222,-3,-3.0,-3.0,184,hu,1.15326681321478,0.534134346103038,0.660501981505945,HU2,HU23,-4,1,3,1,1,1,1,1,2,2,3,6,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,1,1,4,4,2,1,3,2,1,3,2,2,2,2,1,3,3,2,3,2,1,1,3,1,0,3,1,3,3,3,3,3,5,5,7,2,8,4,2,4,4,1,4,2,2,2,4,4,3,3,1,2,2,3,2,4,1,-4,-2,9,5,7,7,1,6,3,8,8,10,3,3,3,3,3,2,2,2,2,1,2,0,8,-4,7,2,0,0,0,0,1,1,1,1,1,1,1,10,9,9,1,6,1,8,1,2,3,2,3,1,3,2,3,3,3,2,1959,59,5,3,1,348.0,HU,1,348,HU,1,348,HU,5,1,2,2,2,1,-3,-3,2,1,3,2,3,-3,-3,61,-4,7,-3,-4,-4,3
26635,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050030,29,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,50,14.17,15.07,20180222,-3,-3.0,-3.0,184,hu,1.75706261410636,0.534134346103038,0.660501981505945,HU3,HU32,-4,1,2,1,2,2,2,1,2,3,5,7,7,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,2,3,2,4,2,4,4,4,4,3,3,3,1,2,2,2,2,2,3,3,3,3,3,1,4,1,2,2,0,3,3,2,3,3,3,3,10,5,5,9,2,1,2,3,3,2,3,3,2,2,-1,-1,4,-1,-1,-1,6,2,2,2,2,-4,34802,0,0,0,0,0,0,0,0,0,1,-2,1,1,3,3,3,2,4,4,4,4,1,7,-4,2,1,1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,3,1,1,2,1,2,2,2,1,1937,81,6,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,2,1,1,2,1,0,1,0,1,4,4,1,83,-4,8,21,-4,-4,3
26636,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050031,75,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,49,14.34,15.23,20180222,-3,-3.0,-3.0,184,hu,0.856375170064758,0.534134346103038,0.660501981505945,HU2,HU21,-4,3,1,1,1,2,1,4,3,1,4,7,5,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,2,1,2,4,3,2,3,3,3,1,2,3,4,3,3,2,3,3,3,2,3,1,1,3,1,1,2,2,1,3,3,3,3,5,7,5,6,7,3,1,2,2,2,2,2,3,3,2,4,2,2,2,3,1,2,2,2,2,-4,34812,4,5,7,6,4,6,5,5,4,5,10,1,1,-1,4,4,1,1,1,1,1,0,4,-4,7,2,0,0,0,0,5,1,3,1,1,1,2,7,4,6,6,4,4,6,1,1,3,3,3,1,1,3,4,4,4,1,1953,65,6,3,1,348.0,HU,1,348,HU,0,200,CSHH,1,1,2,2,3,2,3,2,3,2,3,2,8,1,1,72,-4,4,93,-4,-4,3
26637,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050032,2,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,65,14.35,15.4,20180222,-3,-3.0,-3.0,184,hu,1.30664666989731,0.534134346103038,0.660501981505945,HU2,HU21,-4,1,1,1,2,2,2,1,1,2,4,5,5,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,4,1,1,4,3,1,1,1,1,1,1,1,2,2,2,2,3,4,3,4,1,2,1,2,2,0,3,1,3,2,3,3,3,8,5,5,5,5,1,2,4,-1,2,2,2,3,3,2,4,3,2,2,3,5,4,1,3,2,-4,34802,5,5,5,5,5,5,5,5,5,10,7,1,1,1,4,3,4,3,1,4,4,1,2,-4,1,1,1,0,1,1,10,1,3,1,1,5,1,3,1,1,1,1,1,6,1,2,3,1,1,1,1,1,4,4,4,2,1944,74,6,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,2,2,1,3,2,2,1,3,2,4,4,1,91,-4,3,72,-4,-4,1
26638,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050033,60,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,59,14.36,15.35,20180222,-3,-3.0,-3.0,184,hu,0.835392496819637,0.534134346103038,0.660501981505945,HU2,HU23,-4,2,1,1,2,2,4,2,4,3,4,6,8,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,4,1,1,2,5,4,1,2,3,1,2,2,3,3,3,2,3,3,3,2,3,4,2,3,2,1,3,3,3,3,2,2,2,1,1,5,5,5,4,3,4,3,3,4,3,1,1,4,2,4,2,4,1,1,4,3,4,1,-4,34806,10,1,10,5,1,10,10,7,1,10,1,1,1,2,3,1,1,3,4,3,3,0,8,-4,7,3,1,0,0,0,5,1,1,1,1,5,1,10,5,10,1,5,1,1,1,2,3,3,4,2,3,3,4,4,4,1,1969,49,4,2,1,348.0,HU,1,348,HU,1,348,HU,3,2,1,2,3,2,-3,-3,3,2,2,1,2,-3,3,82,-4,7,-3,-4,-4,2
26639,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050034,33,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,46,14.5,15.36,20180222,-3,-3.0,-3.0,184,hu,1.31441889760883,0.534134346103038,0.660501981505945,HU3,HU32,-4,4,1,1,1,1,3,2,2,2,3,8,8,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,4,1,1,5,2,2,1,2,2,1,2,1,2,2,2,2,3,3,3,3,1,3,2,3,2,1,3,1,2,2,3,3,3,5,5,5,3,5,3,3,2,3,1,2,3,2,2,3,3,3,3,2,3,4,2,2,3,2,-4,34804,10,7,10,5,8,10,10,8,9,8,5,1,1,2,2,1,2,3,2,3,3,1,4,-4,4,1,1,0,0,1,5,1,1,1,1,1,1,1,-1,6,1,10,1,7,1,2,3,4,4,2,2,2,2,4,4,2,1975,43,3,2,1,348.0,HU,1,348,HU,1,348,HU,1,2,3,6,4,2,3,2,3,2,3,2,1,1,1,32,-4,8,71,-4,-4,5
26640,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050035,52,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,45,15.07,15.52,20180222,-3,-3.0,-3.0,184,hu,2.29708819646568,0.534134346103038,0.660501981505945,HU2,HU22,-4,3,2,3,3,3,1,2,4,2,-2,9,10,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,2,3,3,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,4,2,0,3,3,2,3,3,3,3,8,8,9,9,9,1,4,2,2,1,2,2,2,2,1,3,2,2,2,2,8,2,1,3,1,-4,34804,1,1,1,1,1,1,1,2,3,10,8,1,2,1,3,1,2,2,2,2,3,1,3,-4,2,1,1,1,1,1,10,1,7,1,1,2,1,1,1,10,1,8,8,9,1,2,5,3,3,2,2,2,1,2,2,1,1970,48,4,2,1,348.0,HU,1,348,HU,1,348,HU,4,1,0,1,2,1,-3,-3,3,2,3,2,8,-3,-3,-3,-4,7,-3,-4,-4,1
26641,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050036,55,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,39,15.26,16.05,20180222,-3,-3.0,-3.0,184,hu,0.831300577267057,0.534134346103038,0.660501981505945,HU2,HU23,-4,1,1,1,2,3,3,1,1,2,4,5,5,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,4,4,3,2,3,1,1,2,2,2,2,2,2,3,3,2,3,1,3,1,3,1,0,2,2,3,3,3,3,3,5,5,5,5,9,1,1,3,3,1,3,2,3,3,3,3,4,2,2,3,9,1,2,3,1,-4,34802,5,5,5,5,5,5,5,5,5,10,5,1,1,1,3,2,3,2,2,3,4,1,2,-4,1,1,1,1,0,1,10,1,1,1,3,1,1,9,5,1,1,1,1,-1,1,1,2,3,3,2,3,2,2,4,3,2,1940,78,6,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,0,2,2,1,2,1,1,1,1,1,4,4,1,91,-4,9,51,-4,-4,2
26642,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050037,75,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,37,15.46,16.23,20180222,-3,-3.0,-3.0,184,hu,2.31756628325361,0.534134346103038,0.660501981505945,HU2,HU21,-4,3,2,1,2,1,3,1,3,1,3,3,4,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,4,2,1,1,1,1,1,1,1,3,1,1,-1,-1,-1,-1,-1,2,4,1,2,2,1,2,2,3,3,3,3,3,4,9,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,-4,-2,4,4,4,4,4,4,5,4,4,5,2,3,3,1,2,2,4,2,1,1,1,0,7,-4,6,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,1,1,1,4,4,4,1,1978,40,3,2,1,348.0,HU,1,348,HU,1,348,HU,2,1,5,6,2,1,2,1,2,1,3,2,1,1,2,93,-4,10,91,-4,-4,2
26643,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050038,14,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,31,15.47,16.18,20180222,-3,-3.0,-3.0,184,hu,1.31441889760883,0.534134346103038,0.660501981505945,HU3,HU32,-4,4,1,1,2,2,3,2,2,2,1,10,9,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,1,3,2,2,2,2,2,1,2,2,3,3,3,2,3,2,2,3,1,2,1,3,1,1,1,1,3,3,3,3,3,-1,8,10,10,10,2,2,2,2,2,3,2,3,3,3,3,3,2,2,2,9,3,2,3,2,-4,-1,1,1,1,1,1,1,1,1,1,9,9,1,1,2,2,2,2,2,2,2,2,2,6,-4,1,1,1,1,0,0,10,1,5,1,1,1,1,1,6,5,5,5,6,6,1,3,3,1,1,1,1,1,2,3,3,2,1978,40,3,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,4,4,2,3,2,3,2,3,2,1,1,2,75,-4,6,71,-4,-4,2
26644,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050039,57,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,74,15.51,17.05,20180222,-3,-3.0,-3.0,184,hu,0.70160450212188,0.534134346103038,0.660501981505945,HU2,HU23,-4,1,1,1,3,2,3,1,3,1,2,10,10,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,4,1,1,4,4,4,2,4,4,1,2,2,3,2,4,3,3,3,3,3,1,2,3,4,2,0,3,1,2,1,2,3,3,1,10,1,10,6,3,2,3,4,2,4,3,4,4,4,4,3,3,3,4,1,4,1,3,2,-4,34804,10,1,10,10,10,10,10,10,3,10,1,1,1,3,2,1,1,3,3,1,3,0,8,-4,6,1,1,1,1,1,6,1,1,1,4,3,1,1,10,10,1,10,1,10,1,3,1,2,3,1,3,2,1,4,4,2,1969,49,4,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,3,3,2,3,2,3,2,3,2,1,1,3,52,-4,7,83,-4,-4,6
26645,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050040,1,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,40,16.22,17.02,20180222,-3,-3.0,-3.0,184,hu,2.30848258838028,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,2,2,2,4,2,4,3,2,5,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,3,3,5,1,5,1,2,2,1,3,2,4,3,3,1,3,2,4,2,3,1,3,1,1,1,1,1,4,3,3,3,3,6,1,1,1,1,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,1,4,4,4,1,-4,34804,1,1,1,10,1,1,10,5,10,1,5,1,1,4,4,4,4,4,4,4,4,0,8,-4,7,2,0,0,0,0,1,5,1,1,1,5,1,1,5,5,1,1,1,10,1,2,1,3,3,1,1,1,1,4,4,2,1986,32,2,2,1,348.0,HU,1,348,HU,1,348,HU,6,2,1,6,2,1,-3,-3,3,2,3,2,7,-3,2,94,-4,8,-3,-4,-4,4
26646,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050041,52,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,67,16.42,17.49,20180222,-3,-3.0,-3.0,184,hu,1.12072133361124,0.534134346103038,0.660501981505945,HU2,HU22,-4,3,1,1,2,2,4,1,3,2,2,8,6,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,5,1,1,3,5,3,2,3,5,1,2,2,3,3,3,4,3,4,3,4,2,3,3,1,1,0,1,2,3,2,3,3,3,5,5,5,5,3,2,2,3,4,2,3,3,2,2,3,4,2,4,2,3,2,4,2,4,1,-4,34805,10,1,6,2,5,1,10,8,5,9,5,2,2,1,3,1,4,4,2,4,4,2,4,-4,6,1,1,0,0,0,3,1,6,1,1,6,1,6,6,6,1,6,1,8,1,2,3,2,2,1,1,1,2,4,4,2,1979,39,3,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,4,3,2,3,2,3,2,3,2,1,1,1,44,-4,5,71,-4,-4,8
26647,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050042,71,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,50,17.2,18.1,20180222,-3,-3.0,-3.0,184,hu,1.27067446028651,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,1,1,2,4,1,1,1,2,8,8,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,4,1,2,4,4,4,2,3,3,1,2,1,2,2,2,2,4,3,2,3,1,4,1,3,1,0,3,1,4,3,3,3,3,-1,5,1,5,5,1,2,4,2,2,4,4,2,2,3,3,3,3,2,4,5,3,2,3,2,-4,34802,5,5,5,5,1,5,5,5,1,5,6,2,2,1,2,2,3,3,1,3,3,8,2,-4,1,1,1,1,1,1,10,1,-2,1,1,1,1,6,1,1,1,1,1,1,1,1,3,4,4,2,2,2,2,4,4,2,1988,30,2,2,1,348.0,HU,1,348,HU,1,348,HU,1,2,2,5,3,2,2,1,2,1,2,1,1,1,1,53,-4,7,95,-4,-4,8
